University,Date,Student,Quote,Number,Year
Rice University,9/27/2023,Rice University Rice Thresher Student Newspaper (Editorial Board) [After PRIDE cancelled relationships with Hillel],"<p>""Many queer Jewish students felt blindsided, and rightfully so: A choice this complex should not be made exclusively by the leadership of a student affinity group. The very nature of intersectionality necessitates a wide discussion among people who hold different identities."" <a href=""https://www.ricethresher.org/article/2023/09/pride-was-too-hasty-in-cutting-ties-with-houston-hillel"" target=""_blank"">Read more</a>
</p>",1235,2023
University of Pennsylvania,9/21/2023,University of Pennsylvania Student (Sydney),"<p>""This morning when I went to pray with my community like I do every day, I found that the [Hillel] building was vandalized, and someone had come in and started yelling, really violent and aggressive statements against my people. I felt so guilty about feeling scared and then something like this happens and it's just really telling."" <a href=""https://www.thedp.com/article/2023/09/penn-hillel-vandalism-incident"" target=""_blank"">Read more</a>
</p>",1233,2023
Indiana University of Pennsylvania,9/21/2023,University of Pennsylvania Student (Maya),"<p>""[The vandalism of Hillel was] extremely heartbreaking and painful given everything that's happening right now on campus. When I heard, my stomach just immediately dropped. [I]t's definitely a scary feeling that this could happen to somewhere that you consider very safe on campus."" <a href=""https://www.thedp.com/article/2023/09/penn-hillel-vandalism-incident"" target=""_blank"">Read more</a>
</p>",1234,2023
Wayne State University,9/8/2023,Wayne State University Jewish Student (Maya),"<p>""I was looking forward to being in Detroit and starting my WSU student experience. Then, the WSU Student Senate posted a statement that made me feel that, as an active supporter of Israel, I am not a welcome member of the Wayne State student community."" <a href=""https://www.thejewishnews.com/opinion/feeling-unwelcome-on-campus/article_6d6cde82-4daa-11ee-b316-67a2279798b2.html"" target=""_blank"">Read more</a>
</p>",1232,2023
Connecticut College,6/15/2023,Connecticut College Student Hillel President (Davi),"<p>""I find it unbelievable that Connecticut College chose to hire an antisemitic interim president right after our previous antisemitic president resigned."" <a href=""https://jewishjournal.com/community/359684/campus-watch-june-15-2023/"" target=""_blank"">Read more</a>
</p>",1231,2023
San Diego State University,5/31/2023,SDSU Jewish Student (Maya),"<p>""I took off my [Jewish Star] ring and began hiding the fact that I was Jewish."" <a href=""https://www.northjersey.com/story/news/2023/05/31/antisemitic-crime-rutgers-university-nj-college-campus/6707094001/"" target=""_blank"">Read more</a>
</p>",1229,2023
Tufts University,5/31/2023,"Tufts University Jewish Student (Micah) - [claims he has been told he must be rich if he's a Jew, that he bears responsibility for the deaths of Palestinian children, and a psychology professor told him Israel had too much influence over the field]","<p>""[I feel] a looming presence of antisemitism... I always have to evaluate where I feel safe as a Jew... My father, who passed away last year, wore a Star of David necklace. I wear it now but find myself tucking it in in certain classes because I have to worry about what my professor might think of me or what classmates might say. It's a balancing act every day."" <a href=""https://www.northjersey.com/story/news/2023/05/31/antisemitic-crime-rutgers-university-nj-college-campus/6707094001/"" target=""_blank"">Read more</a>
</p>",1230,2023
University of Vermont,5/17/2023,President of UVM Student Government Association (Olivia),"<p>""The prevalence of antisemitism on campus is deeply alarming and we are looking for (the) administration to take a more active role in advocating for the safety of the Jewish community on campus and combatting antisemitism."" <a href=""https://vtdigger.org/2023/05/17/uvm-faculty-staff-seek-apology-for-administrations-handling-of-federal-antisemitism-investigation/"" target=""_blank"">Read more</a>
</p>",1228,2023
University of California Santa Cruz,5/10/2023,UCSC Jewish Student (Donna),"<p>""Most of the swastikas that we see drawn are on whiteboards on the doors of Jewish students. Nobody re<span></span>ports it because it happens all the time or it’s downplayed."" <a href=""https://lookout.co/santacruz/ucsc-cabrillo/story/2023-05-10/uc-santa-cruz-antisemitic-incidents-jewish-students-leaders-say-more-has-to-be-done-to-help-students-feel-safe"" target=""_blank"">Read more</a>
</p>",1222,2023
University of California Santa Cruz,5/10/2023,UCSC Jewish Student (Eva),"<p>""We’re so used to being targeted [as Jews] here that people don’t feel like it’s worth having their story told."" <a href=""https://lookout.co/santacruz/ucsc-cabrillo/story/2023-05-10/uc-santa-cruz-antisemitic-incidents-jewish-students-leaders-say-more-has-to-be-done-to-help-students-feel-safe"" target=""_blank"">Read more</a>
</p>",1223,2023
University of California Santa Cruz,5/10/2023,UCSC associate executive director of Student Life for Santa Cruz Hillel (Daylen),"<p>""[I believe antisemitism is a major problem at UCSC, and has been for some time, with] dozens of antisemitic incidents [having occurred on campus during the three years I have been with UCSC Hillel]."" <a href=""https://lookout.co/santacruz/ucsc-cabrillo/story/2023-05-10/uc-santa-cruz-antisemitic-incidents-jewish-students-leaders-say-more-has-to-be-done-to-help-students-feel-safe"" target=""_blank"">Read more</a>
</p>",1224,2023
University of California San Diego,5/10/2023,UCSD Jewish Student (Shani),"<p>""I’m really disgusted and numb. I can’t comprehend why it’s 2023 and symbols like this [swastika] are still being used and honestly that antisemitism has become so normalized, not only around the world but also on campuses. It’s stunning. You read about these kinds of stories in history books, and suddenly they’re taking place in your own lifetime."" <a href=""https://www.algemeiner.com/2023/05/10/disgusted-and-numb-university-of-california-san-diego-bathroom-vandalized-with-swastika/"" target=""_blank"">Read more</a>
</p>",1225,2023
University of California San Diego,5/10/2023,UCSD Jewish Student (Elanit),"<p>""I’ve dealt with Holocaust jokes, but what is someone who would do that [paint swastikas out of feces in the bathroom of a residence hall] willing to do to me because I’m Jewish? The administration needs to figure out how to make a safer environment, and there should be some acknowledgement of Jewish suffering and pain. We’re not discussed in diversity, equity, and inclusion courses — nothing about Jewish history, the reason that we’re in America, the reason that we’re in Israel, and the reason that we’re dispersed around the world. A lot of people don’t even know that Jews come from all kinds of ethnicities."" <a href=""https://www.algemeiner.com/2023/05/10/disgusted-and-numb-university-of-california-san-diego-bathroom-vandalized-with-swastika/"" target=""_blank"">Read more</a>
</p>",1226,2023
Harvard University,5/5/2023,Harvard University Jewish Student (Sabrina) [Describing what was shared in her thesis on campus antisemitism]:,"<p>""The stuff that Israeli students go through at Harvard … it’s outright discrimination that I don’t think would be tolerated for any other group on campus. It’s really disgusting what Israeli students face on campus."" <a href=""https://jewishjournal.com/news/united-states/358548/harvard-students-thesis-alleges-that-israelis-face-discrimination-on-campus/"" target=""_blank"">Read more</a>
</p>",1221,2023
George Mason University,5/3/2023,GMU Jewish Student-Graduate (Mason),"<p>""It’s truly disheartening. To see peers and influencers alike not only elevating that dangerous speech, but doubling down on it and amplifying the hate... It never should have been allowed to get to the place that it is now. Where over 60 [antisemitic] incidents over five years have gone unreported out of fear of retaliation and out of feeling that the incident will not be taken seriously."" <a href=""http://gmufourthestate.com/2023/05/03/a-rise-in-antisemitism-at-mason-and-the-us/"" target=""_blank"">Read more</a>
</p>",1227,2023
